#{"t_start": 1678197736.3717868, "env_id": "CartPole-v0"}
r,l,t
10.0,10,44.855604
10.0,10,44.871601
11.0,11,44.887611
9.0,9,44.903608
10.0,10,44.919606
10.0,10,44.935686
9.0,9,44.951715
9.0,9,44.967712
8.0,8,44.982568
10.0,10,44.991636
9.0,9,45.007639
9.0,9,45.015641
8.0,8,45.031698
10.0,10,45.047721
10.0,10,45.063717
10.0,10,45.079718
9.0,9,45.09573
11.0,11,45.103714
10.0,10,45.119723
10.0,10,45.135789
10.0,10,45.151816
10.0,10,45.167815
9.0,9,45.192141
9.0,9,45.200166
8.0,8,45.216161
10.0,10,45.229691
10.0,10,45.24824
10.0,10,45.272272
10.0,10,45.288249
11.0,11,45.312233
10.0,10,45.329795
9.0,9,45.34433
10.0,10,45.368352
10.0,10,45.384343
10.0,10,45.400336
9.0,9,45.41634
10.0,10,45.440605
10.0,10,45.45662
9.0,9,45.472621
9.0,9,45.488623
10.0,10,45.504625
10.0,10,45.52323
8.0,8,45.53678
10.0,10,45.552807
8.0,8,45.568807
9.0,9,45.584807
9.0,9,45.601031
10.0,10,45.61728
9.0,9,45.633343
9.0,9,45.657363
11.0,11,45.673494
10.0,10,45.697484
11.0,11,45.713486
10.0,10,45.721486
11.0,11,45.738044
11.0,11,45.754036
11.0,11,45.770235
10.0,10,45.786243
10.0,10,45.802244
9.0,9,45.818237
10.0,10,45.834296
9.0,9,45.842475
11.0,11,45.866464
10.0,10,45.883357
9.0,9,45.898911
10.0,10,45.90691
10.0,10,45.922947
10.0,10,45.938497
10.0,10,45.954501
11.0,11,45.970502
9.0,9,45.986498
12.0,12,46.010488
11.0,11,46.030547
9.0,9,46.04259
9.0,9,46.058583
9.0,9,46.066589
9.0,9,46.08259
9.0,9,46.098589
10.0,10,46.106583
10.0,10,46.130609
8.0,8,46.138625
8.0,8,46.14663
9.0,9,46.162642
10.0,10,46.178628
10.0,10,46.186636
11.0,11,46.202646
8.0,8,46.218639
10.0,10,46.234698
10.0,10,46.250718
9.0,9,46.266716
9.0,9,46.274711
8.0,8,46.290719
9.0,9,46.306718
9.0,9,46.31472
10.0,10,46.330741
9.0,9,46.355269
11.0,11,46.363264
9.0,9,46.387268
9.0,9,46.395258
9.0,9,46.411266
10.0,10,46.430821
10.0,10,46.443352
10.0,10,46.459355
9.0,9,46.467371
9.0,9,46.483358
10.0,10,46.499369
10.0,10,46.515358
12.0,12,46.531707
10.0,10,46.547726
9.0,9,46.556422
10.0,10,46.571969
9.0,9,46.588355
10.0,10,46.604352
9.0,9,46.620358
11.0,11,46.636575
9.0,9,46.653098
9.0,9,46.669126
10.0,10,46.677117
9.0,9,46.693131
9.0,9,46.709118
11.0,11,46.717121
11.0,11,46.741221
10.0,10,46.757219
9.0,9,46.773243
9.0,9,46.789227
10.0,10,46.805238
10.0,10,46.821226
9.0,9,46.83079
10.0,10,46.845345
10.0,10,46.861361
9.0,9,46.884928
9.0,9,46.901339
9.0,9,46.91734
10.0,10,46.933386
10.0,10,46.949416
8.0,8,46.96541
9.0,9,46.98941
10.0,10,47.005425
9.0,9,47.021402
8.0,8,47.037482
9.0,9,47.053515
9.0,9,47.06951
9.0,9,47.085508
11.0,11,47.101508
10.0,10,47.117507
10.0,10,47.141604
9.0,9,47.157606
10.0,10,47.165603
9.0,9,47.181603
10.0,10,47.1976
10.0,10,47.221609
8.0,8,47.231171
9.0,9,47.245722
10.0,10,47.269725
10.0,10,47.29372
9.0,9,47.30172
10.0,10,47.317722
11.0,11,47.333793
11.0,11,47.349814
13.0,13,47.365829
9.0,9,47.381814
8.0,8,47.389813
9.0,9,47.405824
10.0,10,47.413824
10.0,10,47.431221
9.0,9,47.447008
9.0,9,47.4653
9.0,9,47.486552
9.0,9,47.494595
10.0,10,47.510587
10.0,10,47.531558
10.0,10,47.543094
10.0,10,47.559097
13.0,13,47.583378
10.0,10,47.59938
9.0,9,47.615376
10.0,10,47.631412
9.0,9,47.647492
10.0,10,47.655497
9.0,9,47.671495
10.0,10,47.687506
9.0,9,47.703501
8.0,8,47.719494
9.0,9,47.735899
9.0,9,47.751923
10.0,10,47.768079
11.0,11,47.794357
9.0,9,47.808824
8.0,8,47.82487
9.0,9,47.848945
8.0,8,47.865119
10.0,10,47.897224
11.0,11,47.931277
10.0,10,47.945342
10.0,10,47.979229
9.0,9,48.001791
10.0,10,48.026428
9.0,9,48.050507
9.0,9,48.075354
10.0,10,48.09892
10.0,10,48.122916
10.0,10,48.139478
9.0,9,48.163471
9.0,9,48.180126
10.0,10,48.204183
8.0,8,48.220412
10.0,10,48.244556
8.0,8,48.260558
8.0,8,48.268634
11.0,11,48.300668
9.0,9,48.316657
11.0,11,48.332697
9.0,9,48.349018
10.0,10,48.365443
9.0,9,48.389702
11.0,11,48.406013
9.0,9,48.431574
9.0,9,48.446129
9.0,9,48.462129
8.0,8,48.470126
10.0,10,48.486576
12.0,12,48.514726
9.0,9,48.526902
9.0,9,48.542955
9.0,9,48.558957
9.0,9,48.574955
10.0,10,48.590954
9.0,9,48.606961
10.0,10,48.632008
10.0,10,48.647047
9.0,9,48.671046
10.0,10,48.687059
10.0,10,48.703476
8.0,8,48.719478
9.0,9,48.743602
9.0,9,48.759595
12.0,12,48.783595
9.0,9,48.799595
10.0,10,48.823592
8.0,8,48.83213
10.0,10,48.848158
10.0,10,48.86415
9.0,9,48.880153
10.0,10,48.904166
9.0,9,48.920153
9.0,9,48.936429
10.0,10,48.952454
11.0,11,48.968458
10.0,10,48.992461
10.0,10,49.008455
9.0,9,49.032352
9.0,9,49.048375
8.0,8,49.056378
9.0,9,49.075726
10.0,10,49.096149
10.0,10,49.112413
9.0,9,49.120446
11.0,11,49.152562
9.0,9,49.168561
8.0,8,49.176575
8.0,8,49.192558
12.0,12,49.20856
10.0,10,49.224558
10.0,10,49.240615
9.0,9,49.256611
10.0,10,49.264595
10.0,10,49.280599
10.0,10,49.296597
9.0,9,49.304606
9.0,9,49.320605
12.0,12,49.336646
9.0,9,49.352672
14.0,14,49.369171
10.0,10,49.385173
10.0,10,49.401182
9.0,9,49.417171
8.0,8,49.432714
10.0,10,49.44073
10.0,10,49.464732
10.0,10,49.472726
10.0,10,49.488727
10.0,10,49.504729
10.0,10,49.520742
9.0,9,49.537088
9.0,9,49.5451
10.0,10,49.569638
8.0,8,49.577651
10.0,10,49.593653
10.0,10,49.609654
11.0,11,49.617652
12.0,12,49.641738
10.0,10,49.665733
9.0,9,49.681731
9.0,9,49.697731
10.0,10,49.713737
11.0,11,49.737821
9.0,9,49.761843
10.0,10,49.785855
9.0,9,49.801843
10.0,10,49.809838
11.0,11,49.833893
11.0,11,49.849913
10.0,10,49.857924
10.0,10,49.873914
10.0,10,49.889903
10.0,10,49.905917
11.0,11,49.913913
9.0,9,49.93296
10.0,10,49.94601
9.0,9,49.962156
10.0,10,49.978797
12.0,12,49.994344
11.0,11,50.010339
10.0,10,50.026365
9.0,9,50.034394
10.0,10,50.050413
9.0,9,50.066429
10.0,10,50.082409
10.0,10,50.090415
10.0,10,50.114408
10.0,10,50.122406
10.0,10,50.138482
10.0,10,50.1465
9.0,9,50.163022
9.0,9,50.179045
10.0,10,50.195431
8.0,8,50.211443
8.0,8,50.219443
10.0,10,50.243532
9.0,9,50.259553
9.0,9,50.275545
9.0,9,50.291544
9.0,9,50.307547
11.0,11,50.323549
9.0,9,50.339642
10.0,10,50.355674
10.0,10,50.379667
12.0,12,50.408191
9.0,9,50.419786
9.0,9,50.443871
9.0,9,50.467893
10.0,10,50.491884
9.0,9,50.499879
10.0,10,50.523884
10.0,10,50.539937
12.0,12,50.555966
9.0,9,50.571966
9.0,9,50.595976
10.0,10,50.611955
10.0,10,50.636039
10.0,10,50.652063
10.0,10,50.668064
9.0,9,50.684067
9.0,9,50.69207
9.0,9,50.708068
10.0,10,50.724091
10.0,10,50.740187
8.0,8,50.7564
10.0,10,50.772432
8.0,8,50.788455
9.0,9,50.812443
11.0,11,50.836505
10.0,10,50.844529
10.0,10,50.868534
10.0,10,50.884526
8.0,8,50.900536
10.0,10,50.916529
10.0,10,50.934571
10.0,10,50.948621
10.0,10,50.964617
10.0,10,50.988619
8.0,8,51.004628
10.0,10,51.020623
10.0,10,51.04794
10.0,10,51.06152
12.0,12,51.08551
9.0,9,51.117514
9.0,9,51.134583
9.0,9,51.157637
10.0,10,51.181631
11.0,11,51.19763
9.0,9,51.221634
9.0,9,51.237717
10.0,10,51.262014
10.0,10,51.286034
10.0,10,51.302029
10.0,10,51.334577
10.0,10,51.35015
12.0,12,51.382147
9.0,9,51.406146
11.0,11,51.430178
12.0,12,51.45433
9.0,9,51.470326
11.0,11,51.486328
8.0,8,51.502329
9.0,9,51.526334
9.0,9,51.534876
10.0,10,51.558905
9.0,9,51.574918
10.0,10,51.598899
10.0,10,51.614897
9.0,9,51.631087
10.0,10,51.647158
8.0,8,51.663157
9.0,9,51.679173
10.0,10,51.695155
9.0,9,51.70316
9.0,9,51.727153
8.0,8,51.751202
10.0,10,51.767205
10.0,10,51.7832
11.0,11,51.807162
10.0,10,51.8352
10.0,10,51.847243
11.0,11,51.879251
12.0,12,51.903249
9.0,9,51.919242
11.0,11,51.943304
9.0,9,51.959304
11.0,11,51.975314
10.0,10,51.999316
10.0,10,52.007318
10.0,10,52.031319
10.0,10,52.0476
9.0,9,52.063628
11.0,11,52.087623
9.0,9,52.103625
10.0,10,52.119625
12.0,12,52.143689
10.0,10,52.167723
9.0,9,52.191728
8.0,8,52.215717
11.0,11,52.239821
10.0,10,52.263851
10.0,10,52.287865
9.0,9,52.311852
8.0,8,52.327858
10.0,10,52.351948
10.0,10,52.367959
10.0,10,52.391933
10.0,10,52.41594
10.0,10,52.440032
11.0,11,52.464058
10.0,10,52.480065
10.0,10,52.497579
10.0,10,52.512127
10.0,10,52.536026
9.0,9,52.552072
10.0,10,52.576051
10.0,10,52.592565
10.0,10,52.616852
10.0,10,52.64096
10.0,10,52.65699
11.0,11,52.680996
10.0,10,52.704987
12.0,12,52.729038
10.0,10,52.753156
8.0,8,52.76917
9.0,9,52.801158
9.0,9,52.817155
11.0,11,52.849267
11.0,11,52.881533
11.0,11,52.905539
11.0,11,52.937975
10.0,10,52.954005
10.0,10,52.978033
11.0,11,53.002033
9.0,9,53.018499
8.0,8,53.034886
10.0,10,53.050962
9.0,9,53.082964
10.0,10,53.106974
8.0,8,53.130018
9.0,9,53.147207
9.0,9,53.17191
9.0,9,53.188026
10.0,10,53.216367
9.0,9,53.253262
8.0,8,53.269384
9.0,9,53.298077
11.0,11,53.329012
8.0,8,53.358381
10.0,10,53.390716
12.0,12,53.439148
9.0,9,53.463734
9.0,9,53.49688
10.0,10,53.528658
26.0,26,53.627157
25.0,25,53.724388
30.0,30,53.831629
10.0,10,53.862233
13.0,13,53.902624
11.0,11,53.942744
10.0,10,53.966778
11.0,11,54.006769
10.0,10,54.038858
12.0,12,54.070892
15.0,15,54.110898
13.0,13,54.151175
12.0,12,54.191494
9.0,9,54.215495
9.0,9,54.237591
13.0,13,54.271662
9.0,9,54.295664
11.0,11,54.327654
12.0,12,54.359804
12.0,12,54.399799
13.0,13,54.431834
11.0,11,54.45593
12.0,12,54.479917
30.0,30,54.569952
26.0,26,54.639037
27.0,27,54.70532
14.0,14,54.739419
29.0,29,54.80149
24.0,24,54.865598
146.0,146,55.212624
31.0,31,55.292694
73.0,73,55.452595
11.0,11,55.476586
10.0,10,55.508607
10.0,10,55.524587
11.0,11,55.556649
11.0,11,55.596639
9.0,9,55.612644
10.0,10,55.628642
28.0,28,55.692737
12.0,12,55.716741
28.0,28,55.764784
10.0,10,55.788789
10.0,10,55.812796
29.0,29,55.876933
27.0,27,55.957316
24.0,24,56.029695
12.0,12,56.053834
10.0,10,56.085828
10.0,10,56.117832
10.0,10,56.141455
10.0,10,56.165943
14.0,14,56.205958
9.0,9,56.221942
11.0,11,56.246012
11.0,11,56.270135
30.0,30,56.334205
29.0,29,56.397755
13.0,13,56.421763
30.0,30,56.486555
32.0,32,56.559055
14.0,14,56.591299
126.0,126,56.896958
10.0,10,56.92898
11.0,11,56.96113
12.0,12,56.985553
11.0,11,57.009544
9.0,9,57.025552
9.0,9,57.049857
10.0,10,57.065898
11.0,11,57.097894
8.0,8,57.1219
9.0,9,57.145994
9.0,9,57.162044
10.0,10,57.186034
11.0,11,57.210039
9.0,9,57.234032
10.0,10,57.250815
9.0,9,57.273867
26.0,26,57.321861
11.0,11,57.343405
9.0,9,57.36197
10.0,10,57.377989
9.0,9,57.393972
11.0,11,57.425983
9.0,9,57.441995
9.0,9,57.458051
10.0,10,57.474048
8.0,8,57.490998
10.0,10,57.50655
10.0,10,57.530543
9.0,9,57.554677
9.0,9,57.578663
9.0,9,57.602667
32.0,32,57.667646
9.0,9,57.691643
10.0,10,57.715627
9.0,9,57.731625
27.0,27,57.803741
8.0,8,57.819736
9.0,9,57.84378
26.0,26,57.923807
10.0,10,57.939837
9.0,9,57.963933
25.0,25,58.019943
10.0,10,58.03594
10.0,10,58.060004
12.0,12,58.084325
10.0,10,58.100351
10.0,10,58.124565
28.0,28,58.189761
27.0,27,58.253454
9.0,9,58.277447
10.0,10,58.29345
13.0,13,58.33345
9.0,9,58.357552
10.0,10,58.373546
10.0,10,58.397552
27.0,27,58.655248
10.0,10,58.711618
11.0,11,58.745183
10.0,10,58.767745
10.0,10,58.79975
25.0,25,58.896683
10.0,10,58.945959
10.0,10,58.982097
10.0,10,59.033442
28.0,28,59.138104
26.0,26,59.217021
10.0,10,59.252764
10.0,10,59.276807
9.0,9,59.30081
30.0,30,59.437305
10.0,10,59.46144
26.0,26,59.534129
14.0,14,59.579693
26.0,26,59.663308
10.0,10,59.687314
11.0,11,59.727436
9.0,9,59.75151
8.0,8,59.775539
11.0,11,59.807545
10.0,10,59.847615
10.0,10,59.863665
10.0,10,59.887655
26.0,26,59.943669
12.0,12,59.967765
13.0,13,59.992616
12.0,12,60.023666
27.0,27,60.07172
12.0,12,60.096161
12.0,12,60.128592
10.0,10,60.152609
11.0,11,60.168644
11.0,11,60.192632
9.0,9,60.208635
12.0,12,60.232629
12.0,12,60.248674
13.0,13,60.280691
12.0,12,60.30469
29.0,29,60.369113
25.0,25,60.417115
11.0,11,60.448017
11.0,11,60.473566
12.0,12,60.497565
9.0,9,60.505565
12.0,12,60.529562
10.0,10,60.548122
10.0,10,60.569976
11.0,11,60.593978
30.0,30,60.648033
13.0,13,60.666083
25.0,25,60.73032
26.0,26,60.77924
30.0,30,60.827269
26.0,26,60.875374
28.0,28,60.931635
31.0,31,60.979723
27.0,27,61.019726
25.0,25,61.059828
11.0,11,61.083822
27.0,27,61.123825
12.0,12,61.139826
31.0,31,61.195915
12.0,12,61.219913
29.0,29,61.260361
23.0,23,61.30037
13.0,13,61.324366
27.0,27,61.372091
28.0,28,61.428409
27.0,27,61.479272
47.0,47,61.5827
51.0,51,61.67767
50.0,50,61.781541
49.0,49,61.909651
27.0,27,61.965659
8.0,8,61.981644
50.0,50,62.085912
12.0,12,62.11844
13.0,13,62.166074
11.0,11,62.198073
10.0,10,62.230069
11.0,11,62.254174
11.0,11,62.286221
15.0,15,62.326468
28.0,28,62.406053
13.0,13,62.446084
12.0,12,62.462331
12.0,12,62.494338
14.0,14,62.526781
12.0,12,62.550349
26.0,26,62.59889
12.0,12,62.630884
9.0,9,62.650437
11.0,11,62.670986
11.0,11,62.686979
10.0,10,62.710588
10.0,10,62.742613
10.0,10,62.766665
12.0,12,62.782671
11.0,11,62.798677
10.0,10,62.822666
10.0,10,62.838667
9.0,9,62.862741
10.0,10,62.878743
8.0,8,62.894755
9.0,9,62.902741
11.0,11,62.926744
10.0,10,62.950937
10.0,10,62.966968
11.0,11,62.990957
8.0,8,63.006954
10.0,10,63.014961
9.0,9,63.038975
10.0,10,63.055014
11.0,11,63.071034
27.0,27,63.135043
9.0,9,63.159104
12.0,12,63.191107
28.0,28,63.264037
10.0,10,63.287602
26.0,26,63.359342
11.0,11,63.38335
27.0,27,63.447402
11.0,11,63.471503
26.0,26,63.535493
21.0,21,63.575539
10.0,10,63.592535
9.0,9,63.60808
8.0,8,63.624093
10.0,10,63.64009
10.0,10,63.664186
9.0,9,63.680192
9.0,9,63.69619
11.0,11,63.728188
8.0,8,63.751753
11.0,11,63.775825
29.0,29,63.83182
27.0,27,63.895961
13.0,13,63.927963
26.0,26,64.017062
26.0,26,64.252228
27.0,27,64.357055
12.0,12,64.419145
13.0,13,64.475949
10.0,10,64.50795
10.0,10,64.556496
10.0,10,64.58853
10.0,10,64.636576
10.0,10,64.693433
9.0,9,64.741434
9.0,9,64.773556
11.0,11,64.821859
9.0,9,64.854504
11.0,11,64.897038
9.0,9,64.927615
10.0,10,64.96032
8.0,8,64.984359
10.0,10,65.032663
9.0,9,65.069684
11.0,11,65.105526
9.0,9,65.137507
10.0,10,65.161564
10.0,10,65.185599
9.0,9,65.201599
10.0,10,65.233603
12.0,12,65.257695
10.0,10,65.282063
10.0,10,65.314533
10.0,10,65.338568
27.0,27,65.431466
11.0,11,65.466953
13.0,13,65.506922
9.0,9,65.530947
10.0,10,65.555053
10.0,10,65.587083
25.0,25,65.675205
14.0,14,65.707222
25.0,25,65.76334
10.0,10,65.78733
12.0,12,65.819333
9.0,9,65.843342
13.0,13,65.875456
8.0,8,65.899458
12.0,12,65.92347
10.0,10,65.947494
14.0,14,65.987627
11.0,11,66.019624
12.0,12,66.06773
26.0,26,66.155882
10.0,10,66.18795
11.0,11,66.227948
12.0,12,66.268141
13.0,13,66.300107
26.0,26,66.388249
25.0,25,66.468484
28.0,28,66.557236
26.0,26,66.637701
31.0,31,66.717803
25.0,25,66.806412
14.0,14,66.864155
13.0,13,66.920207
27.0,27,67.049238
11.0,11,67.102186
27.0,27,67.202929
10.0,10,67.251391
11.0,11,67.291474
11.0,11,67.331479
23.0,23,67.428428
30.0,30,67.582992
10.0,10,67.623262
28.0,28,67.722133
25.0,25,67.845599
9.0,9,67.885603
8.0,8,67.918356
26.0,26,68.016081
9.0,9,68.048115
11.0,11,68.100633
27.0,27,68.203201
11.0,11,68.235395
10.0,10,68.263577
14.0,14,68.318802
9.0,9,68.35689
25.0,25,68.437845
27.0,27,68.543637
24.0,24,68.649553
12.0,12,68.715645
10.0,10,68.762815
10.0,10,68.82735
11.0,11,68.900617
11.0,11,68.960656
25.0,25,69.123462
29.0,29,69.284102
10.0,10,69.316759
8.0,8,69.34895
10.0,10,69.38906
11.0,11,69.437073
8.0,8,69.458629
14.0,14,69.518928
12.0,12,69.573843
26.0,26,69.686424
11.0,11,69.726421
14.0,14,69.791009
14.0,14,69.847005
11.0,11,69.895193
11.0,11,69.94333
27.0,27,70.111541
11.0,11,70.144003
30.0,30,70.306878
10.0,10,70.359467
10.0,10,70.404169
10.0,10,70.444304
12.0,12,70.50091
10.0,10,70.559485
10.0,10,70.58905
11.0,11,70.645046
13.0,13,70.725178
12.0,12,70.782762
10.0,10,70.821861
10.0,10,70.878385
9.0,9,70.926393
9.0,9,70.959977
10.0,10,70.990546
9.0,9,71.038549
10.0,10,71.062655
24.0,24,71.166822
16.0,16,71.230867
11.0,11,71.271009
10.0,10,71.295006
10.0,10,71.33503
10.0,10,71.36748
9.0,9,71.407907
10.0,10,71.431961
8.0,8,71.46409
9.0,9,71.496343
10.0,10,71.536732
10.0,10,71.568857
9.0,9,71.608861
11.0,11,71.640867
10.0,10,71.681016
26.0,26,71.777058
10.0,10,71.809074
12.0,12,71.85742
27.0,27,71.970057
25.0,25,72.066144
25.0,25,72.130177
9.0,9,72.154216
9.0,9,72.186293
11.0,11,72.210289
9.0,9,72.244296
9.0,9,72.274066
8.0,8,72.29807
10.0,10,72.322079
10.0,10,72.354111
11.0,11,72.385675
9.0,9,72.41822
12.0,12,72.450581
8.0,8,72.466672
13.0,13,72.507233
10.0,10,72.540412
10.0,10,72.564064
9.0,9,72.596617
25.0,25,72.66923
10.0,10,72.693568
27.0,27,72.765925
9.0,9,72.789957
11.0,11,72.823799
12.0,12,72.846357
25.0,25,72.90248
27.0,27,72.966576
11.0,11,72.990627
12.0,12,73.022616
10.0,10,73.038629
10.0,10,73.070678
10.0,10,73.086668
9.0,9,73.103017
16.0,16,73.151021
11.0,11,73.175139
12.0,12,73.199133
10.0,10,73.223134
27.0,27,73.278713
12.0,12,73.295
14.0,14,73.319018
10.0,10,73.335017
9.0,9,73.362966
10.0,10,73.383518
11.0,11,73.416243
10.0,10,73.440272
9.0,9,73.464327
10.0,10,73.488353
9.0,9,73.504363
10.0,10,73.536362
9.0,9,73.5604
9.0,9,73.632884
9.0,9,73.737016
10.0,10,73.785245
9.0,9,73.809277
9.0,9,73.841275
12.0,12,73.897734
28.0,28,73.985842
29.0,29,74.09062
10.0,10,74.130657
12.0,12,74.171717
11.0,11,74.204393
11.0,11,74.236556
12.0,12,74.27745
10.0,10,74.309516
10.0,10,74.341646
12.0,12,74.382222
11.0,11,74.42483
13.0,13,74.470803
14.0,14,74.512279
12.0,12,74.551347
15.0,15,74.599948
12.0,12,74.633361
11.0,11,74.680492
12.0,12,74.70448
9.0,9,74.72876
26.0,26,74.808882
10.0,10,74.841358
13.0,13,74.872953
13.0,13,74.913197
8.0,8,74.937205
9.0,9,74.953189
12.0,12,74.985509
12.0,12,75.017505
10.0,10,75.033496
10.0,10,75.057528
10.0,10,75.081152
28.0,28,75.137589
24.0,24,75.201715
26.0,26,75.265268
9.0,9,75.281291
30.0,30,75.353295
26.0,26,75.41495
27.0,27,75.473588
27.0,27,75.531926
24.0,24,75.595413
30.0,30,75.66004
25.0,25,75.724129
13.0,13,75.766202
15.0,15,75.796258
10.0,10,75.82027
12.0,12,75.852264
10.0,10,75.884388
10.0,10,75.924879
11.0,11,75.973256
9.0,9,75.997314
10.0,10,76.02975
14.0,14,76.078331
10.0,10,76.111087
9.0,9,76.152774
11.0,11,76.176165
10.0,10,76.216909
10.0,10,76.240906
11.0,11,76.281026
12.0,12,76.330169
27.0,27,76.459288
10.0,10,76.482848
10.0,10,76.514869
10.0,10,76.54685
10.0,10,76.578947
10.0,10,76.602964
14.0,14,76.635545
9.0,9,76.659583
11.0,11,76.69116
10.0,10,76.715166
9.0,9,76.747154
11.0,11,76.767217
9.0,9,76.795278
9.0,9,76.819288
10.0,10,76.835288
11.0,11,76.867318
10.0,10,76.891357
12.0,12,76.923357
9.0,9,76.939368
10.0,10,76.9634
9.0,9,76.987494
8.0,8,77.0035
10.0,10,77.02752
10.0,10,77.051491
10.0,10,77.067525
11.0,11,77.092557
9.0,9,77.115633
8.0,8,77.131635
10.0,10,77.14765
9.0,9,77.167741
11.0,11,77.196898
11.0,11,77.212524
10.0,10,77.236776
12.0,12,77.261054
9.0,9,77.277201
9.0,9,77.301168
10.0,10,77.333192
11.0,11,77.368233
9.0,9,77.389899
10.0,10,77.413942
9.0,9,77.445928
10.0,10,77.469996
12.0,12,77.502024
9.0,9,77.518401
9.0,9,77.55054
10.0,10,77.574649
12.0,12,77.606678
9.0,9,77.631042
11.0,11,77.655394
10.0,10,77.679503
10.0,10,77.703569
11.0,11,77.727591
11.0,11,77.743615
13.0,13,77.775678
10.0,10,77.791705
10.0,10,77.815699
10.0,10,77.831708
10.0,10,77.847701
10.0,10,77.871799
10.0,10,77.888003
27.0,27,77.936038
10.0,10,77.952042
12.0,12,77.976099
12.0,12,78.000121
12.0,12,78.024122
10.0,10,78.040125
14.0,14,78.069682
10.0,10,78.096238
11.0,11,78.112237
29.0,29,78.184379
12.0,12,78.216374
13.0,13,78.232373
10.0,10,78.248373
26.0,26,78.296453
10.0,10,78.304447
9.0,9,78.328602
10.0,10,78.344609
26.0,26,78.385003
10.0,10,78.408988
8.0,8,78.424982
9.0,9,78.433003
12.0,12,78.448986
9.0,9,78.473028
9.0,9,78.481047
10.0,10,78.49706
9.0,9,78.52105
9.0,9,78.537049
11.0,11,78.55305
27.0,27,78.593141
12.0,12,78.617131
27.0,27,78.681299
12.0,12,78.705296
27.0,27,78.76156
11.0,11,78.785647
14.0,14,78.817664
11.0,11,78.841652
10.0,10,78.865682
10.0,10,78.881757
10.0,10,78.897754
10.0,10,78.929764
10.0,10,78.945758
10.0,10,78.96175
9.0,9,78.986297
13.0,13,79.010308
11.0,11,79.026305
29.0,29,79.090652
10.0,10,79.115306
28.0,28,79.163588
12.0,12,79.17964
12.0,12,79.203641
8.0,8,79.219658
10.0,10,79.235634
11.0,11,79.251654
10.0,10,79.270879
11.0,11,79.284253
10.0,10,79.308281
11.0,11,79.332778
11.0,11,79.348749
10.0,10,79.37082
11.0,11,79.388854
11.0,11,79.405007
12.0,12,79.421037
11.0,11,79.445029
11.0,11,79.471057
9.0,9,79.485109
18.0,18,79.509107
24.0,24,79.557115
27.0,27,79.597556
26.0,26,79.637551
10.0,10,79.661369
46.0,46,79.741566
9.0,9,79.75757
9.0,9,79.773655
9.0,9,79.789691
10.0,10,79.805674
27.0,27,79.85445
10.0,10,79.862451
13.0,13,79.890271
22.0,22,79.91842
10.0,10,79.950448
28.0,28,79.998527
9.0,9,80.014534
12.0,12,80.046534
11.0,11,80.072233
11.0,11,80.086798
10.0,10,80.110776
11.0,11,80.13478
28.0,28,80.190955
10.0,10,80.206952
11.0,11,80.230958
10.0,10,80.246959
12.0,12,80.278989
10.0,10,80.303032
10.0,10,80.311022
10.0,10,80.335011
10.0,10,80.351036
9.0,9,80.383132
8.0,8,80.399123
10.0,10,80.421815
10.0,10,80.438997
9.0,9,80.454983
10.0,10,80.472553
10.0,10,80.495095
13.0,13,80.519096
27.0,27,80.567482
13.0,13,80.583545
26.0,26,80.623545
128.0,128,80.863751
190.0,190,81.289655
192.0,192,81.853386
200.0,200,82.374609
102.0,102,82.679525
200.0,200,83.096197
200.0,200,83.538251
134.0,134,83.818795
96.0,96,84.003579
200.0,200,84.515164
200.0,200,85.368835
163.0,163,85.962125
200.0,200,86.651741
147.0,147,87.218966
200.0,200,87.914889
173.0,173,88.298937
136.0,136,88.659981
131.0,131,88.964956
200.0,200,89.48292
200.0,200,89.89765
180.0,180,90.330213
141.0,141,90.643785
200.0,200,91.133417
150.0,150,91.456063
200.0,200,91.818191
200.0,200,92.234781
161.0,161,92.532723
165.0,165,92.870187
200.0,200,93.263237
200.0,200,93.632107
185.0,185,93.969057
200.0,200,94.290445
186.0,186,94.602951
196.0,196,94.924329
200.0,200,95.253586
200.0,200,95.597641
151.0,151,95.837841
200.0,200,96.183435
200.0,200,96.503775
200.0,200,96.816945
200.0,200,97.137952
200.0,200,97.490582
161.0,161,97.819483
167.0,167,98.222661
200.0,200,98.75453
200.0,200,99.277194
136.0,136,99.593539
172.0,172,100.031864
151.0,151,100.40075
126.0,126,100.681401
143.0,143,101.044058
194.0,194,101.477152
155.0,155,101.829679
200.0,200,102.239794
200.0,200,102.712934
198.0,198,103.201735
168.0,168,103.579563
155.0,155,104.07893
91.0,91,104.297072
120.0,120,104.584003
137.0,137,104.887884
185.0,185,105.303444
193.0,193,105.737457
197.0,197,106.17067
185.0,185,106.555134
168.0,168,106.859378
200.0,200,107.227765
200.0,200,107.564503
200.0,200,107.861444
160.0,160,108.133738
145.0,145,108.349946
200.0,200,108.655171
200.0,200,108.999673
200.0,200,109.402515
159.0,159,109.740666
197.0,197,110.109848
200.0,200,110.549561
200.0,200,110.862162
200.0,200,111.222642
200.0,200,111.551169
200.0,200,111.895542
200.0,200,112.207181
200.0,200,112.53778
200.0,200,112.883081
174.0,174,113.123296
168.0,168,113.380415
200.0,200,113.710081
200.0,200,114.07927
180.0,180,114.45049
200.0,200,115.160505
200.0,200,115.924886
127.0,127,116.3132
136.0,136,116.725708
178.0,178,117.142029
124.0,124,117.558747
186.0,186,118.255934
200.0,200,119.186959
169.0,169,119.847565
